"ref_area.label","source.label","indicator.label","time","obs_value","note_indicator.label","note_source.label"
"Iceland","LFS - EU Labour Force Survey","Trade union density rate (%)","2010",86.528,"Trade union membership coverage: Adjusted for the right to unionize",
"Iceland","LFS - EU Labour Force Survey","Trade union density rate (%)","2009",86.197,"Trade union membership coverage: Adjusted for the right to unionize",
"Iceland","LFS - EU Labour Force Survey","Trade union density rate (%)","2008",86.056,"Trade union membership coverage: Adjusted for the right to unionize",
"Iceland","LFS - EU Labour Force Survey","Trade union density rate (%)","2007",86.235,"Trade union membership coverage: Adjusted for the right to unionize",
"Iceland","LFS - EU Labour Force Survey","Trade union density rate (%)","2006",86.61,"Trade union membership coverage: Adjusted for the right to unionize",
"Iceland","LFS - EU Labour Force Survey","Trade union density rate (%)","2005",86.062,"Trade union membership coverage: Adjusted for the right to unionize",
"Iceland","LFS - EU Labour Force Survey","Trade union density rate (%)","2004",83.669,"Trade union membership coverage: Adjusted for the right to unionize",
"Iceland","LFS - EU Labour Force Survey","Trade union density rate (%)","2003",85.974,"Trade union membership coverage: Adjusted for the right to unionize",
"Iceland","LFS - EU Labour Force Survey","Trade union density rate (%)","2002",93.337,"Trade union membership coverage: Adjusted for the right to unionize",
"Iceland","LFS - EU Labour Force Survey","Trade union density rate (%)","2001",88.901,"Trade union membership coverage: Adjusted for the right to unionize",
"Iceland","LFS - EU Labour Force Survey","Trade union density rate (%)","2000",89.066,"Trade union membership coverage: Adjusted for the right to unionize",
"Israel","HS - Social Survey","Trade union density rate (%)","2017",25.089,,
"Israel","HS - Social Survey","Trade union density rate (%)","2012",25.11,,
"Israel","HS - Social Survey","Trade union density rate (%)","2008",31.753,,
"Israel","HS - Social Survey","Trade union density rate (%)","2007",32.878,,
"Israel","HS - Social Survey","Trade union density rate (%)","2006",31.734,,
"Israel","HS - Social Survey","Trade union density rate (%)","2005",36,,
"Israel","HS - Social Survey","Trade union density rate (%)","2004",39,,
"Israel","HS - Social Survey","Trade union density rate (%)","2003",40,,
"Israel","HS - Social Survey","Trade union density rate (%)","2000",45.645,,
"Italy","ADM - Administrative Records","Trade union density rate (%)","2019",32.497,"Trade union membership coverage: Adjusted for the right to unionize",
"Italy","ADM - Administrative Records","Trade union density rate (%)","2018",32.636,"Trade union membership coverage: Adjusted for the right to unionize",
"Italy","ADM - Administrative Records","Trade union density rate (%)","2017",33.228,"Trade union membership coverage: Adjusted for the right to unionize",
"Italy","ADM - Administrative Records","Trade union density rate (%)","2016",33.57,"Trade union membership coverage: Adjusted for the right to unionize",
"Italy","ADM - Administrative Records","Trade union density rate (%)","2015",34.223,"Trade union membership coverage: Adjusted for the right to unionize",
"Italy","ADM - Administrative Records","Trade union density rate (%)","2014",35.392,"Trade union membership coverage: Adjusted for the right to unionize",
"Italy","ADM - Administrative Records","Trade union density rate (%)","2013",35.713,"Trade union membership coverage: Adjusted for the right to unionize",
"Italy","ADM - Administrative Records","Trade union density rate (%)","2012",35.459,"Trade union membership coverage: Adjusted for the right to unionize",
"Italy","ADM - Administrative Records","Trade union density rate (%)","2011",35.145,"Trade union membership coverage: Adjusted for the right to unionize",
"Italy","ADM - Administrative Records","Trade union density rate (%)","2010",35.319,"Trade union membership coverage: Adjusted for the right to unionize",
"Italy","ADM - Administrative Records","Trade union density rate (%)","2009",34.704,"Trade union membership coverage: Adjusted for the right to unionize",
"Italy","ADM - Administrative Records","Trade union density rate (%)","2008",33.932,"Trade union membership coverage: Adjusted for the right to unionize",
"Italy","ADM - Administrative Records","Trade union density rate (%)","2007",34.043,"Trade union membership coverage: Adjusted for the right to unionize",
"Italy","ADM - Administrative Records","Trade union density rate (%)","2006",33.581,"Trade union membership coverage: Adjusted for the right to unionize",
"Italy","ADM - Administrative Records","Trade union density rate (%)","2005",33.747,"Trade union membership coverage: Adjusted for the right to unionize",
"Italy","ADM - Administrative Records","Trade union density rate (%)","2004",33.867,"Trade union membership coverage: Adjusted for the right to unionize",
"Italy","ADM - Administrative Records","Trade union density rate (%)","2003",33.56,"Trade union membership coverage: Adjusted for the right to unionize",
"Italy","ADM - Administrative Records","Trade union density rate (%)","2002",33.821,"Trade union membership coverage: Adjusted for the right to unionize",
"Italy","ADM - Administrative Records","Trade union density rate (%)","2001",34.432,"Trade union membership coverage: Adjusted for the right to unionize",
"Italy","ADM - Administrative Records","Trade union density rate (%)","2000",35.005,"Trade union membership coverage: Adjusted for the right to unionize",
"Japan","ES - Basic Survey on Labour Unions","Trade union density rate (%)","2019",16.802,"Trade union membership coverage: Adjusted for the right to unionize",
"Japan","ES - Basic Survey on Labour Unions","Trade union density rate (%)","2018",16.964,"Trade union membership coverage: Adjusted for the right to unionize",
"Japan","ES - Basic Survey on Labour Unions","Trade union density rate (%)","2017",17.153,"Trade union membership coverage: Adjusted for the right to unionize",
"Japan","ES - Basic Survey on Labour Unions","Trade union density rate (%)","2016",17.351,"Trade union membership coverage: Adjusted for the right to unionize",
"Japan","ES - Basic Survey on Labour Unions","Trade union density rate (%)","2015",17.521,"Trade union membership coverage: Adjusted for the right to unionize",
"Japan","ES - Basic Survey on Labour Unions","Trade union density rate (%)","2014",17.604,"Trade union membership coverage: Adjusted for the right to unionize",
"Japan","ES - Basic Survey on Labour Unions","Trade union density rate (%)","2013",17.783,"Trade union membership coverage: Adjusted for the right to unionize",
"Japan","ES - Basic Survey on Labour Unions","Trade union density rate (%)","2012",17.973,"Trade union membership coverage: Adjusted for the right to unionize",
"Japan","ES - Basic Survey on Labour Unions","Trade union density rate (%)","2011",18.994,"Trade union membership coverage: Adjusted for the right to unionize",
"Japan","ES - Basic Survey on Labour Unions","Trade union density rate (%)","2010",18.403,"Trade union membership coverage: Adjusted for the right to unionize",
"Japan","ES - Basic Survey on Labour Unions","Trade union density rate (%)","2009",18.457,"Trade union membership coverage: Adjusted for the right to unionize",
"Japan","ES - Basic Survey on Labour Unions","Trade union density rate (%)","2008",18.22,"Trade union membership coverage: Adjusted for the right to unionize",
"Japan","ES - Basic Survey on Labour Unions","Trade union density rate (%)","2007",18.25,"Trade union membership coverage: Adjusted for the right to unionize",
"Japan","ES - Basic Survey on Labour Unions","Trade union density rate (%)","2006",18.349,"Trade union membership coverage: Adjusted for the right to unionize",
"Japan","ES - Basic Survey on Labour Unions","Trade union density rate (%)","2005",18.799,"Trade union membership coverage: Adjusted for the right to unionize",
"Japan","ES - Basic Survey on Labour Unions","Trade union density rate (%)","2004",19.252,"Trade union membership coverage: Adjusted for the right to unionize",
"Japan","ES - Basic Survey on Labour Unions","Trade union density rate (%)","2003",19.74,"Trade union membership coverage: Adjusted for the right to unionize",
"Japan","ES - Basic Survey on Labour Unions","Trade union density rate (%)","2002",20.26,"Trade union membership coverage: Adjusted for the right to unionize",
"Japan","ES - Basic Survey on Labour Unions","Trade union density rate (%)","2001",20.883,"Trade union membership coverage: Adjusted for the right to unionize",
"Japan","ES - Basic Survey on Labour Unions","Trade union density rate (%)","2000",21.543,"Trade union membership coverage: Adjusted for the right to unionize",
"Kazakhstan","LFS - Sample Survey of Employment","Trade union density rate (%)","2017",46.923,,
"Kazakhstan","LFS - Sample Survey of Employment","Trade union density rate (%)","2012",49.2,,
"Kazakhstan","LFS - Sample Survey of Employment","Trade union density rate (%)","2011",39.2,,
"Kazakhstan","LFS - Sample Survey of Employment","Trade union density rate (%)","2010",39.75,,
"Kazakhstan","LFS - Sample Survey of Employment","Trade union density rate (%)","2009",37.576,,
"Kenya","HIES - Household Budget Survey","Trade union density rate (%)","2019",9.7,,
"Kenya","HIES - Household Budget Survey","Trade union density rate (%)","2016",9.33,,
"Cambodia","LFS - Labour Force Survey","Trade union density rate (%)","2012",9.63,,
"Cambodia","LFS - Labour Force Survey","Trade union density rate (%)","2001",15.779,,
"Republic of Korea","ADM-RWO - Annual Survey of unions and union members","Trade union density rate (%)","2020",12.37,,
"Republic of Korea","ADM-RWO - Annual Survey of unions and union members","Trade union density rate (%)","2019",12.373,,
"Republic of Korea","ADM-RWO - Annual Survey of unions and union members","Trade union density rate (%)","2018",12.478,,
"Republic of Korea","ADM-RWO - Annual Survey of unions and union members","Trade union density rate (%)","2017",12.436,,
"Republic of Korea","ADM-RWO - Annual Survey of unions and union members","Trade union density rate (%)","2016",12.024,,
"Republic of Korea","ADM-RWO - Annual Survey of unions and union members","Trade union density rate (%)","2015",12.426,"Trade union membership coverage: Adjusted for the right to unionize",
"Republic of Korea","ADM-RWO - Annual Survey of unions and union members","Trade union density rate (%)","2014",12.532,"Trade union membership coverage: Adjusted for the right to unionize",
"Republic of Korea","ADM-RWO - Annual Survey of unions and union members","Trade union density rate (%)","2013",12.471,"Trade union membership coverage: Adjusted for the right to unionize",
"Republic of Korea","ADM-RWO - Annual Survey of unions and union members","Trade union density rate (%)","2012",11.566,"Trade union membership coverage: Adjusted for the right to unionize",
"Republic of Korea","ADM-RWO - Annual Survey of unions and union members","Trade union density rate (%)","2011",10.951,"Trade union membership coverage: Adjusted for the right to unionize",
"Republic of Korea","ADM-RWO - Annual Survey of unions and union members","Trade union density rate (%)","2010",11.443,"Trade union membership coverage: Adjusted for the right to unionize",
"Republic of Korea","ADM-RWO - Annual Survey of unions and union members","Trade union density rate (%)","2009",12.192,"Trade union membership coverage: Adjusted for the right to unionize",
"Republic of Korea","ADM-RWO - Annual Survey of unions and union members","Trade union density rate (%)","2008",12.763,"Trade union membership coverage: Adjusted for the right to unionize",
"Republic of Korea","ADM-RWO - Annual Survey of unions and union members","Trade union density rate (%)","2007",12.077,"Trade union membership coverage: Adjusted for the right to unionize",
"Republic of Korea","ADM-RWO - Annual Survey of unions and union members","Trade union density rate (%)","2006",11.277,"Trade union membership coverage: Adjusted for the right to unionize",
"Republic of Korea","ADM-RWO - Annual Survey of unions and union members","Trade union density rate (%)","2005",11.747,"Trade union membership coverage: Adjusted for the right to unionize",
"Republic of Korea","ADM-RWO - Annual Survey of unions and union members","Trade union density rate (%)","2004",12.41,"Trade union membership coverage: Adjusted for the right to unionize",
"Republic of Korea","ADM-RWO - Annual Survey of unions and union members","Trade union density rate (%)","2003",11.391,"Trade union membership coverage: Adjusted for the right to unionize",
"Republic of Korea","ADM-RWO - Annual Survey of unions and union members","Trade union density rate (%)","2002",11.305,"Trade union membership coverage: Adjusted for the right to unionize",
"Republic of Korea","ADM-RWO - Annual Survey of unions and union members","Trade union density rate (%)","2001",11.487,"Trade union membership coverage: Adjusted for the right to unionize",
"Republic of Korea","ADM-RWO - Annual Survey of unions and union members","Trade union density rate (%)","2000",11.43,"Trade union membership coverage: Adjusted for the right to unionize",
"Lao People's Democratic Republic","ADM - Trade Union Records","Trade union density rate (%)","2010",15.5,,
"Liberia","LFS - Labour Force Survey","Trade union density rate (%)","2010",20.082,,
"Saint Lucia","OS - Estimations based on administrative data","Trade union density rate (%)","2008",1.843,,
"Saint Lucia","OS - Estimations based on administrative data","Trade union density rate (%)","2000",15.361,,
"Sri Lanka","ADM - Labour Statistics","Trade union density rate (%)","2019",10.099,,
"Sri Lanka","ADM - Labour Statistics","Trade union density rate (%)","2018",13.058,,
"Sri Lanka","ADM - Labour Statistics","Trade union density rate (%)","2016",15.334,,
"Sri Lanka","ADM - Labour Statistics","Trade union density rate (%)","2015",14.445,,
"Sri Lanka","ADM - Labour Statistics","Trade union density rate (%)","2014",9.046,,
"Sri Lanka","ADM - Labour Statistics","Trade union density rate (%)","2011",24.915,,
"Sri Lanka","ADM - Labour Statistics","Trade union density rate (%)","2010",11.544,,
"Lesotho","ADM-RWO - Trade unions records","Trade union density rate (%)","2019",4.753,,
"Lesotho","ADM-RWO - Trade unions records","Trade union density rate (%)","2010",9.719,,
"Lesotho","ADM-RWO - Trade unions records","Trade union density rate (%)","2009",8.262,,
"Lithuania","ADM-RWO - Records of union confederations and independent unions","Trade union density rate (%)","2019",7.358,"Trade union membership coverage: Adjusted for the right to unionize",
"Lithuania","ADM-RWO - Records of union confederations and independent unions","Trade union density rate (%)","2018",7.132,"Trade union membership coverage: Adjusted for the right to unionize",
"Lithuania","ADM-RWO - Records of union confederations and independent unions","Trade union density rate (%)","2017",7.726,"Trade union membership coverage: Adjusted for the right to unionize",
"Lithuania","ADM-RWO - Records of union confederations and independent unions","Trade union density rate (%)","2016",7.667,"Trade union membership coverage: Adjusted for the right to unionize",
"Lithuania","ADM-RWO - Records of union confederations and independent unions","Trade union density rate (%)","2015",7.856,"Trade union membership coverage: Adjusted for the right to unionize",
"Lithuania","ADM-RWO - Records of union confederations and independent unions","Trade union density rate (%)","2014",8.125,"Trade union membership coverage: Adjusted for the right to unionize",
"Lithuania","ADM-RWO - Records of union confederations and independent unions","Trade union density rate (%)","2013",8.355,"Trade union membership coverage: Adjusted for the right to unionize",
"Lithuania","ADM-RWO - Records of union confederations and independent unions","Trade union density rate (%)","2012",9.016,"Trade union membership coverage: Adjusted for the right to unionize",
"Lithuania","ADM-RWO - Records of union confederations and independent unions","Trade union density rate (%)","2011",9.716,"Trade union membership coverage: Adjusted for the right to unionize",
"Lithuania","ADM-RWO - Records of union confederations and independent unions","Trade union density rate (%)","2010",10.126,"Trade union membership coverage: Adjusted for the right to unionize",
"Lithuania","ADM-RWO - Records of union confederations and independent unions","Trade union density rate (%)","2009",9.952,"Trade union membership coverage: Adjusted for the right to unionize",
"Lithuania","ADM-RWO - Records of union confederations and independent unions","Trade union density rate (%)","2008",8.862,"Trade union membership coverage: Adjusted for the right to unionize",
"Lithuania","ADM-RWO - Records of union confederations and independent unions","Trade union density rate (%)","2007",9.3,"Trade union membership coverage: Adjusted for the right to unionize",
"Lithuania","ADM-RWO - Records of union confederations and independent unions","Trade union density rate (%)","2006",9.754,"Trade union membership coverage: Adjusted for the right to unionize",
"Lithuania","ADM-RWO - Records of union confederations and independent unions","Trade union density rate (%)","2003",12.228,"Trade union membership coverage: Adjusted for the right to unionize",
"Lithuania","ADM-RWO - Records of union confederations and independent unions","Trade union density rate (%)","2001",18.522,"Trade union membership coverage: Adjusted for the right to unionize",
"Luxembourg","ADM-RWO - Records of affiliated and independent unions","Trade union density rate (%)","2019",28.229,"Trade union membership coverage: Adjusted for the right to unionize","Reference group coverage: Including non residents"
"Luxembourg","ADM-RWO - Records of affiliated and independent unions","Trade union density rate (%)","2018",30.361,"Trade union membership coverage: Adjusted for the right to unionize","Reference group coverage: Including non residents"
"Luxembourg","ADM-RWO - Records of affiliated and independent unions","Trade union density rate (%)","2017",32.081,"Trade union membership coverage: Adjusted for the right to unionize","Reference group coverage: Including non residents"
"Luxembourg","ADM-RWO - Records of affiliated and independent unions","Trade union density rate (%)","2016",32.251,"Trade union membership coverage: Adjusted for the right to unionize","Reference group coverage: Including non residents"
"Luxembourg","ADM-RWO - Records of affiliated and independent unions","Trade union density rate (%)","2015",33.256,"Trade union membership coverage: Adjusted for the right to unionize","Reference group coverage: Including non residents"
"Luxembourg","ADM-RWO - Records of affiliated and independent unions","Trade union density rate (%)","2014",34.146,"Trade union membership coverage: Adjusted for the right to unionize","Reference group coverage: Including non residents"
"Luxembourg","ADM-RWO - Records of affiliated and independent unions","Trade union density rate (%)","2013",34.833,"Trade union membership coverage: Adjusted for the right to unionize","Reference group coverage: Including non residents"
"Luxembourg","ADM-RWO - Records of affiliated and independent unions","Trade union density rate (%)","2012",35.287,"Trade union membership coverage: Adjusted for the right to unionize","Reference group coverage: Including non residents"
"Luxembourg","ADM-RWO - Records of affiliated and independent unions","Trade union density rate (%)","2011",36.631,"Trade union membership coverage: Adjusted for the right to unionize","Reference group coverage: Including non residents"
"Luxembourg","ADM-RWO - Records of affiliated and independent unions","Trade union density rate (%)","2010",36.087,"Trade union membership coverage: Adjusted for the right to unionize","Reference group coverage: Including non residents"
"Luxembourg","ADM-RWO - Records of affiliated and independent unions","Trade union density rate (%)","2009",36.778,"Trade union membership coverage: Adjusted for the right to unionize","Reference group coverage: Including non residents"
"Luxembourg","ADM-RWO - Records of affiliated and independent unions","Trade union density rate (%)","2008",37.582,"Trade union membership coverage: Adjusted for the right to unionize","Reference group coverage: Including non residents"
"Luxembourg","ADM-RWO - Records of affiliated and independent unions","Trade union density rate (%)","2007",39.482,"Trade union membership coverage: Adjusted for the right to unionize","Reference group coverage: Including non residents"
"Luxembourg","ADM-RWO - Records of affiliated and independent unions","Trade union density rate (%)","2006",41.356,"Trade union membership coverage: Adjusted for the right to unionize","Reference group coverage: Including non residents"
"Luxembourg","ADM-RWO - Records of affiliated and independent unions","Trade union density rate (%)","2005",42.642,"Trade union membership coverage: Adjusted for the right to unionize","Reference group coverage: Including non residents"
"Luxembourg","ADM-RWO - Records of affiliated and independent unions","Trade union density rate (%)","2004",43.407,"Trade union membership coverage: Adjusted for the right to unionize","Reference group coverage: Including non residents"
"Luxembourg","ADM-RWO - Records of affiliated and independent unions","Trade union density rate (%)","2003",43.981,"Trade union membership coverage: Adjusted for the right to unionize","Reference group coverage: Including non residents"
"Luxembourg","ADM-RWO - Records of affiliated and independent unions","Trade union density rate (%)","2002",44.172,"Trade union membership coverage: Adjusted for the right to unionize","Reference group coverage: Including non residents"
"Latvia","ADM-RWO - Trade unions records","Trade union density rate (%)","2019",10.65,"Trade union membership coverage: Adjusted for the right to unionize",
"Latvia","ADM-RWO - Trade unions records","Trade union density rate (%)","2018",11.042,"Trade union membership coverage: Adjusted for the right to unionize",
"Latvia","ADM-RWO - Trade unions records","Trade union density rate (%)","2017",11.504,"Trade union membership coverage: Adjusted for the right to unionize",
"Latvia","ADM-RWO - Trade unions records","Trade union density rate (%)","2016",11.463,"Trade union membership coverage: Adjusted for the right to unionize",
"Latvia","ADM-RWO - Trade unions records","Trade union density rate (%)","2015",12.465,"Trade union membership coverage: Adjusted for the right to unionize",
"Latvia","ADM-RWO - Trade unions records","Trade union density rate (%)","2014",12.538,"Trade union membership coverage: Adjusted for the right to unionize",
"Latvia","ADM-RWO - Trade unions records","Trade union density rate (%)","2013",12.462,"Trade union membership coverage: Adjusted for the right to unionize",
"Latvia","ADM-RWO - Trade unions records","Trade union density rate (%)","2012",12.692,"Trade union membership coverage: Adjusted for the right to unionize",
"Latvia","ADM-RWO - Trade unions records","Trade union density rate (%)","2011",12.999,"Trade union membership coverage: Adjusted for the right to unionize",
"Latvia","ADM-RWO - Trade unions records","Trade union density rate (%)","2010",14.491,"Trade union membership coverage: Adjusted for the right to unionize",
"Latvia","ADM-RWO - Trade unions records","Trade union density rate (%)","2009",14.581,"Trade union membership coverage: Adjusted for the right to unionize",
"Latvia","ADM-RWO - Trade unions records","Trade union density rate (%)","2008",15.092,"Trade union membership coverage: Adjusted for the right to unionize",
"Latvia","ADM-RWO - Trade unions records","Trade union density rate (%)","2007",16.592,"Trade union membership coverage: Adjusted for the right to unionize",
"Latvia","ADM-RWO - Trade unions records","Trade union density rate (%)","2006",17.867,"Trade union membership coverage: Adjusted for the right to unionize",
"Latvia","ADM-RWO - Trade unions records","Trade union density rate (%)","2003",20.933,"Trade union membership coverage: Adjusted for the right to unionize",
"Morocco","ADM - Other Administrative records and related sources, Strikes and Lockouts","Trade union density rate (%)","2019",10.897,"Trade union membership coverage: Adjusted for the right to unionize",
"Morocco","ADM - Other Administrative records and related sources, Strikes and Lockouts","Trade union density rate (%)","2018",10.324,"Trade union membership coverage: Adjusted for the right to unionize",
"Morocco","ADM - Other Administrative records and related sources, Strikes and Lockouts","Trade union density rate (%)","2017",6.371,"Trade union membership coverage: Adjusted for the right to unionize",
"Morocco","ADM - Other Administrative records and related sources, Strikes and Lockouts","Trade union density rate (%)","2016",6.034,"Trade union membership coverage: Adjusted for the right to unionize",
"Republic of Moldova","LFS - Labour Force Survey","Trade union density rate (%)","2019",18.58,,
"Republic of Moldova","LFS - Labour Force Survey","Trade union density rate (%)","2018",20.02,,
"Republic of Moldova","LFS - Labour Force Survey","Trade union density rate (%)","2017",22.44,,
"Republic of Moldova","LFS - Labour Force Survey","Trade union density rate (%)","2016",23.9,,
"Republic of Moldova","LFS - Labour Force Survey","Trade union density rate (%)","2015",24.05,,
"Republic of Moldova","LFS - Labour Force Survey","Trade union density rate (%)","2014",29.65,,
"Republic of Moldova","LFS - Labour Force Survey","Trade union density rate (%)","2013",28.3,,
"Madagascar","LFS - Labour force Survey","Trade union density rate (%)","2015",7.225,,
"Madagascar","LFS - Labour force Survey","Trade union density rate (%)","2012",10.37,,
"Mexico","LFS - National Occupation and Employment Survey","Trade union density rate (%)","2020",12.4,,
"Mexico","LFS - National Occupation and Employment Survey","Trade union density rate (%)","2019",12.4,,
"Mexico","LFS - National Occupation and Employment Survey","Trade union density rate (%)","2018",12,,
"Mexico","LFS - National Occupation and Employment Survey","Trade union density rate (%)","2017",12.5,,
"Mexico","LFS - National Occupation and Employment Survey","Trade union density rate (%)","2016",12.7,,
"Mexico","LFS - National Occupation and Employment Survey","Trade union density rate (%)","2015",13.1,,
"Mexico","LFS - National Occupation and Employment Survey","Trade union density rate (%)","2014",13.6,,
"Mexico","LFS - National Occupation and Employment Survey","Trade union density rate (%)","2013",13.8,,
"Mexico","LFS - National Occupation and Employment Survey","Trade union density rate (%)","2012",14,,
"Mexico","LFS - National Occupation and Employment Survey","Trade union density rate (%)","2011",14.7,,
"Mexico","LFS - National Occupation and Employment Survey","Trade union density rate (%)","2010",14.5,,
"Mexico","LFS - National Occupation and Employment Survey","Trade union density rate (%)","2009",15.319,,
"Mexico","LFS - National Occupation and Employment Survey","Trade union density rate (%)","2008",15.576,,
"Mexico","LFS - National Occupation and Employment Survey","Trade union density rate (%)","2007",16.738,,
"Mexico","LFS - National Occupation and Employment Survey","Trade union density rate (%)","2006",15.343,,
"Mexico","LFS - National Occupation and Employment Survey","Trade union density rate (%)","2005",16.852,,
"Mexico","LFS - National Occupation and Employment Survey","Trade union density rate (%)","2002",17.169,,
"Mexico","LFS - National Occupation and Employment Survey","Trade union density rate (%)","2000",16.9,,
"North Macedonia","ADM - Administrative records and related sources","Trade union density rate (%)","2019",16.68,,
"North Macedonia","ADM - Administrative records and related sources","Trade union density rate (%)","2010",28.004,,
"Mali","LFS - Continous Household Employment Survey","Trade union density rate (%)","2018",7.523,,
"Mali","LFS - Continous Household Employment Survey","Trade union density rate (%)","2017",7.203,,
"Mali","LFS - Continous Household Employment Survey","Trade union density rate (%)","2016",16.446,,
"Mali","LFS - Continous Household Employment Survey","Trade union density rate (%)","2015",9.705,,
"Mali","LFS - Continous Household Employment Survey","Trade union density rate (%)","2014",18.867,,
"Mali","LFS - Continous Household Employment Survey","Trade union density rate (%)","2013",9.363,,
"Malta","ADM-RWO - Trade unions records","Trade union density rate (%)","2020",41.894,"Trade union membership coverage: Adjusted for the right to unionize",
"Malta","ADM-RWO - Trade unions records","Trade union density rate (%)","2019",42.87,"Trade union membership coverage: Adjusted for the right to unionize",
"Malta","ADM-RWO - Trade unions records","Trade union density rate (%)","2018",44.053,"Trade union membership coverage: Adjusted for the right to unionize",
"Malta","ADM-RWO - Trade unions records","Trade union density rate (%)","2017",46.883,"Trade union membership coverage: Adjusted for the right to unionize",
"Malta","ADM-RWO - Trade unions records","Trade union density rate (%)","2016",47.513,"Trade union membership coverage: Adjusted for the right to unionize",
"Malta","ADM-RWO - Trade unions records","Trade union density rate (%)","2015",48.566,"Trade union membership coverage: Adjusted for the right to unionize",
"Malta","ADM-RWO - Trade unions records","Trade union density rate (%)","2014",49.091,"Trade union membership coverage: Adjusted for the right to unionize",
"Malta","ADM-RWO - Trade unions records","Trade union density rate (%)","2013",51.053,"Trade union membership coverage: Adjusted for the right to unionize",
"Malta","ADM-RWO - Trade unions records","Trade union density rate (%)","2012",51.965,"Trade union membership coverage: Adjusted for the right to unionize",
"Malta","ADM-RWO - Trade unions records","Trade union density rate (%)","2011",52.741,"Trade union membership coverage: Adjusted for the right to unionize",
"Malta","ADM-RWO - Trade unions records","Trade union density rate (%)","2010",53.879,"Trade union membership coverage: Adjusted for the right to unionize",
"Malta","ADM-RWO - Trade unions records","Trade union density rate (%)","2009",53.897,"Trade union membership coverage: Adjusted for the right to unionize",
"Malta","ADM-RWO - Trade unions records","Trade union density rate (%)","2008",54.825,"Trade union membership coverage: Adjusted for the right to unionize",
"Malta","ADM-RWO - Trade unions records","Trade union density rate (%)","2007",59.309,"Trade union membership coverage: Adjusted for the right to unionize",
"Malta","ADM-RWO - Trade unions records","Trade union density rate (%)","2006",59.908,"Trade union membership coverage: Adjusted for the right to unionize",
"Malta","ADM-RWO - Trade unions records","Trade union density rate (%)","2005",59.829,"Trade union membership coverage: Adjusted for the right to unionize",
"Malta","ADM-RWO - Trade unions records","Trade union density rate (%)","2004",62.201,"Trade union membership coverage: Adjusted for the right to unionize",
"Malta","ADM-RWO - Trade unions records","Trade union density rate (%)","2003",60.938,"Trade union membership coverage: Adjusted for the right to unionize",
"Malta","ADM-RWO - Trade unions records","Trade union density rate (%)","2002",62.009,"Trade union membership coverage: Adjusted for the right to unionize",
"Malta","ADM-RWO - Trade unions records","Trade union density rate (%)","2001",61.681,"Trade union membership coverage: Adjusted for the right to unionize",
"Malta","ADM-RWO - Trade unions records","Trade union density rate (%)","2000",62.748,"Trade union membership coverage: Adjusted for the right to unionize",
"Myanmar","LFS - Labour Force Survey","Trade union density rate (%)","2015",1,,
"Montenegro","OS - Estimations based on Administrative data","Trade union density rate (%)","2012",25.834,,
"Mongolia","OE - Official Estimates","Trade union density rate (%)","2019",30.786,,
"Mongolia","OE - Official Estimates","Trade union density rate (%)","2018",32.851,,
"Mongolia","OE - Official Estimates","Trade union density rate (%)","2017",36.033,,
"Mongolia","OE - Official Estimates","Trade union density rate (%)","2016",38.248,,
"Mongolia","OE - Official Estimates","Trade union density rate (%)","2015",38.571,,
"Mongolia","OE - Official Estimates","Trade union density rate (%)","2014",39.816,,
"Mongolia","OE - Official Estimates","Trade union density rate (%)","2013",39.627,,
"Mongolia","OE - Official Estimates","Trade union density rate (%)","2012",42.156,,
"Mongolia","OE - Official Estimates","Trade union density rate (%)","2011",45.484,,
"Mongolia","OE - Official Estimates","Trade union density rate (%)","2010",44.529,,
"Mozambique","OS - Estimations based on administrative data","Trade union density rate (%)","2016",12.487,,
"Mozambique","OS - Estimations based on administrative data","Trade union density rate (%)","2009",14.01,,
"Mozambique","OS - Estimations based on administrative data","Trade union density rate (%)","2008",12.316,,
"Mozambique","OS - Estimations based on administrative data","Trade union density rate (%)","2003",19.657,,
"Mozambique","OS - Estimations based on administrative data","Trade union density rate (%)","2000",27.413,,
"Mauritania","LFS - National Reference Survey on Employment and Informal Sector","Trade union density rate (%)","2012",10.36,,
"Mauritius","ADM-RWO - Ministry of Labour, Human Resource Development and Training, Registry of Association","Trade union density rate (%)","2018",27.684,,
"Mauritius","ADM-RWO - Ministry of Labour, Human Resource Development and Training, Registry of Association","Trade union density rate (%)","2017",27.86,,
"Mauritius","ADM-RWO - Ministry of Labour, Human Resource Development and Training, Registry of Association","Trade union density rate (%)","2016",28.167,,
"Mauritius","ADM-RWO - Ministry of Labour, Human Resource Development and Training, Registry of Association","Trade union density rate (%)","2015",28.071,,
"Mauritius","ADM-RWO - Ministry of Labour, Human Resource Development and Training, Registry of Association","Trade union density rate (%)","2012",27.054,,
"Mauritius","ADM-RWO - Ministry of Labour, Human Resource Development and Training, Registry of Association","Trade union density rate (%)","2011",27.104,,
"Mauritius","ADM-RWO - Ministry of Labour, Human Resource Development and Training, Registry of Association","Trade union density rate (%)","2010",23.027,,
"Mauritius","ADM-RWO - Ministry of Labour, Human Resource Development and Training, Registry of Association","Trade union density rate (%)","2009",20.618,,
"Mauritius","ADM-RWO - Ministry of Labour, Human Resource Development and Training, Registry of Association","Trade union density rate (%)","2008",23.976,,
"Mauritius","ADM-RWO - Ministry of Labour, Human Resource Development and Training, Registry of Association","Trade union density rate (%)","2007",28.191,,
